Student_ID,Age,10th_Percentage,12th_Percentage,12th_Stream,Degree,CGPA,Programming,Communication,Leadership,Creativity,Problem_Solving,Technology_Interest,Medical_Interest,Finance_Interest,Government_Interest,Business_Interest,Teaching_Interest,Law_Interest,Physical_Fitness,Personality,Hobby,Career
2188,25,91,97,Commerce,BCom,9.66,2,5,4,5,4,3,3,5,2,4,5,3,2,Helping,Public Speaking,Financial Analyst
2189,24,75,78,Science_PCM,BCA,6.19,5,3,5,2,4,5,4,4,2,3,5,4,2,Creative,Social Work,Software Developer
2190,20,58,69,Science_PCM,BDes,8.92,4,2,3,5,4,4,5,5,3,2,3,5,2,Leadership,Music,Designer
2191,22,70,91,Science_PCB,BDS,9.05,3,5,5,3,2,3,5,3,2,5,2,5,4,Creative,Sports,Doctor
2192,20,95,54,Science_PCM,BFA,8.55,5,2,3,5,2,5,4,5,5,3,2,5,5,Leadership,Public Speaking,Designer
2193,22,96,55,Science_PCM,BSc Data Science,9.94,5,4,3,5,5,5,4,5,3,2,5,3,4,Helping,Reading,Data Scientist
2194,22,77,75,Commerce,BBA,6.3,4,5,5,3,4,2,4,2,2,5,2,2,2,Leadership,Sports,Marketing Manager
2195,21,64,73,Commerce,CMA,8.66,4,2,5,4,5,4,5,5,2,4,2,2,5,Analytical,Sports,Financial Analyst
2196,24,79,88,Science_PCM,BCA,9.44,5,2,4,5,4,5,4,3,4,2,2,4,5,Creative,Drawing,AI Engineer
2197,21,81,72,Arts,BBA,7.08,3,2,5,3,3,5,3,3,5,5,4,2,3,Analytical,Reading,Entrepreneur
2198,20,78,55,Science_PCB,BSc Nursing,9.85,2,4,3,3,3,2,5,2,4,2,5,2,5,Creative,Social Work,Nurse
2199,22,69,57,Arts,BEd,9.97,3,5,4,5,5,2,5,3,4,3,5,2,5,Analytical,Reading,Teacher
2200,18,74,92,Science_PCM,BTech,8.17,5,5,2,5,5,5,4,2,3,2,5,3,5,Analytical,Drawing,AI Engineer
2201,22,64,87,Science_PCM,BCA,6.32,5,3,4,5,4,5,2,4,5,3,2,2,2,Analytical,Social Work,AI Engineer
2202,24,97,60,Arts,LLB,7.67,3,5,4,3,5,3,5,4,3,2,4,5,2,Research,Reading,Lawyer
2203,25,83,98,Science_PCM,BTech,8.85,5,4,3,5,4,5,5,4,4,5,5,2,2,Helping,Drawing,AI Engineer
2204,22,84,52,Commerce,BBA,7.82,3,3,2,3,4,3,2,5,2,4,2,3,3,Leadership,Drawing,Bank Manager
2205,18,58,56,Science_PCM,BCA,9.56,5,4,5,4,4,5,2,5,4,2,5,2,5,Analytical,Music,AI Engineer
2206,20,56,88,Arts,LLB,9.06,3,5,4,4,4,2,4,5,5,2,4,5,2,Analytical,Music,Lawyer
2207,21,51,70,Science_PCB,BSc Microbiology,6.68,2,4,2,2,4,4,5,4,2,5,2,4,2,Research,Coding,Medical Researcher
2208,18,98,91,Commerce,BBA,8.55,3,3,5,3,3,3,4,5,3,5,5,4,5,Creative,Social Work,Marketing Manager
2209,17,95,71,Science_PCM,BCA,8.51,5,4,3,2,4,5,4,3,4,5,5,5,3,Helping,Writing,Software Developer
2210,19,54,98,Commerce,BCom,10.0,2,5,3,3,4,3,3,5,5,2,4,4,4,Leadership,Sports,Bank Manager
2211,25,59,52,Arts,LLB,9.66,5,5,4,4,3,3,2,4,5,3,5,5,4,Helping,Sports,Lawyer
2212,22,64,75,Science_PCM,BTech,8.57,2,3,5,3,5,2,2,5,4,2,3,5,4,Leadership,Music,Civil Engineer
2213,18,50,82,Science_PCB,BDS,9.95,2,4,5,4,2,5,5,2,5,3,3,3,2,Leadership,Drawing,Doctor
2214,25,82,98,Commerce,BA Economics,6.5,2,4,2,5,2,2,5,5,5,5,2,4,2,Creative,Reading,Government Officer
2215,19,85,62,Commerce,BCom,9.65,3,2,5,4,4,4,4,5,4,5,3,2,4,Creative,Reading,Accountant
2216,21,60,61,Science_PCB,BSc Data Science,8.01,3,4,4,4,5,3,4,5,5,3,5,5,5,Analytical,Reading,Research Scientist
2217,25,83,66,Science_PCM,BTech,9.42,5,3,2,2,4,5,4,2,3,3,5,2,5,Creative,Public Speaking,AI Engineer
2218,22,85,71,Arts,BBA,9.2,3,4,5,3,2,3,5,2,2,5,3,5,5,Leadership,Public Speaking,Entrepreneur
2219,25,61,85,Science_PCB,MBBS,7.59,5,4,2,3,2,2,5,4,3,3,4,4,5,Analytical,Drawing,Doctor
2220,22,85,85,Science_PCB,BSc Biotechnology,7.09,5,5,5,4,3,5,5,5,5,2,3,2,3,Research,Coding,Medical Researcher
2221,24,78,63,Science_PCB,BSc Nursing,8.64,4,5,5,2,3,5,5,4,2,3,4,3,2,Leadership,Drawing,Nurse
2222,17,98,69,Science_PCB,BSc Microbiology,9.82,2,5,3,2,2,5,5,3,3,2,3,3,3,Analytical,Music,Medical Researcher
2223,18,74,65,Science_PCM,BTech,7.9,5,3,5,5,4,5,5,3,2,4,5,3,4,Analytical,Public Speaking,Data Scientist
2224,19,56,96,Commerce,BBA,9.1,3,2,5,5,5,4,2,3,4,5,5,4,2,Analytical,Coding,Entrepreneur
2225,22,87,64,Commerce,BBA,9.72,4,5,5,5,3,3,5,4,3,5,4,5,4,Creative,Coding,Marketing Manager
2226,18,64,52,Science_PCM,BTech,6.27,5,2,5,3,5,5,3,3,3,4,2,2,5,Research,Music,AI Engineer
2227,24,98,98,Commerce,BBA,8.71,2,2,5,2,2,5,5,2,5,5,3,2,5,Creative,Sports,Marketing Manager
2228,21,99,81,Science_PCB,BDS,9.46,3,4,4,3,5,2,5,2,5,2,5,5,5,Helping,Reading,Doctor
2229,23,98,79,Commerce,BBA,7.52,2,3,5,5,2,3,4,2,4,5,5,4,3,Research,Social Work,Marketing Manager
2230,17,96,61,Arts,BBA,6.54,5,5,5,2,5,3,2,4,3,5,4,5,4,Research,Public Speaking,Entrepreneur
2231,22,64,83,Arts,BA Economics,6.05,4,5,5,2,2,2,3,2,5,4,3,5,5,Helping,Public Speaking,Government Officer
2232,22,59,99,Commerce,BBA,9.56,3,2,5,3,4,4,3,5,5,5,5,2,2,Helping,Public Speaking,Entrepreneur
2233,25,74,56,Arts,BA,9.17,4,4,5,2,5,2,3,5,5,2,3,4,5,Research,Reading,Defence Officer
2234,22,62,80,Science_PCM,BTech,9.87,5,2,4,2,5,5,2,4,4,2,3,2,5,Creative,Social Work,AI Engineer
2235,17,97,73,Arts,LLB,8.41,4,5,3,3,5,4,2,2,5,2,2,5,5,Helping,Public Speaking,Lawyer
2236,20,85,98,Science_PCM,BCA,6.4,5,5,5,3,5,5,5,4,2,5,2,3,4,Helping,Music,Software Developer
2237,17,87,61,Arts,BEd,8.26,3,5,5,3,5,5,2,2,2,3,5,5,5,Analytical,Reading,Teacher
2238,25,53,50,Commerce,BBA,9.73,2,4,3,2,5,4,3,5,4,2,5,3,5,Leadership,Music,Bank Manager
2239,17,66,59,Arts,LLB,7.52,5,5,4,5,3,2,5,2,5,5,4,5,3,Research,Reading,Lawyer
2240,18,55,59,Science_PCM,BCA,8.4,5,5,5,3,5,5,3,3,3,3,3,2,5,Creative,Music,Data Scientist
2241,19,84,58,Science_PCM,BCA,6.26,5,5,5,3,4,5,3,5,2,5,4,5,5,Analytical,Public Speaking,Data Scientist
2242,19,86,51,Commerce,BA Economics,7.48,5,5,3,5,2,4,5,3,5,2,3,2,3,Analytical,Drawing,Government Officer
2243,23,53,72,Science_PCM,BDes,8.1,2,5,5,5,5,4,4,3,3,5,2,3,5,Creative,Writing,Designer
2244,24,60,78,Commerce,BCom,9.63,5,3,5,4,5,5,2,5,3,2,5,2,5,Creative,Drawing,Financial Analyst
2245,19,54,88,Arts,BEd,7.54,4,5,5,4,4,3,4,2,5,4,5,3,3,Research,Coding,Teacher
2246,21,82,98,Arts,BFA,8.89,4,2,4,5,5,4,3,5,4,5,2,2,4,Helping,Writing,Designer
2247,24,73,53,Commerce,BBA,7.39,4,5,5,5,3,5,4,3,2,5,3,4,2,Creative,Public Speaking,Entrepreneur
2248,18,73,76,Science_PCM,BFA,8.99,2,5,2,5,2,4,5,5,4,3,4,5,4,Creative,Sports,Designer
2249,21,61,90,Science_PCM,BTech,9.62,4,4,4,4,3,3,3,4,5,3,5,2,5,Helping,Music,Defence Officer
2250,17,51,76,Science_PCB,BSc Biotechnology,6.98,3,5,3,2,3,2,5,3,5,5,4,5,5,Helping,Music,Medical Researcher
2251,21,59,64,Science_PCB,BSc Nursing,6.83,3,4,5,2,2,4,5,2,2,4,3,5,2,Research,Coding,Nurse
2252,25,66,75,Arts,BA,6.42,5,5,2,4,5,3,5,2,5,3,5,2,2,Leadership,Sports,Teacher
2253,18,59,96,Commerce,BA,7.35,4,4,4,4,5,3,4,3,5,4,2,3,2,Creative,Coding,Government Officer
2254,23,70,50,Arts,BA,7.72,2,4,3,4,3,4,5,5,5,3,2,3,2,Analytical,Reading,Government Officer
2255,23,57,96,Science_PCB,BAMS,9.3,5,4,2,4,2,2,5,4,4,5,2,3,4,Helping,Reading,Doctor
2256,25,50,55,Science_PCM,BCA,6.63,5,5,4,2,4,5,3,2,5,2,5,3,3,Research,Sports,Software Developer
2257,20,80,63,Science_PCM,BCA,8.24,5,4,5,2,4,5,4,3,3,3,5,3,4,Research,Music,Software Developer
2258,18,83,88,Commerce,BBA,8.99,2,3,4,4,4,2,4,5,3,5,4,5,2,Research,Coding,Financial Analyst
2259,23,69,52,Science_PCB,BSc Biotechnology,7.53,4,4,4,2,4,5,5,5,2,5,3,4,3,Leadership,Public Speaking,Medical Researcher
2260,25,97,99,Commerce,BCom,8.57,5,4,4,4,4,3,2,5,2,3,3,2,4,Creative,Reading,Financial Analyst
2261,17,66,63,Science_PCM,BCA,7.1,5,4,3,4,5,5,5,5,5,2,3,3,2,Helping,Drawing,AI Engineer
2262,22,76,89,Science_PCM,BTech,6.83,5,2,5,2,5,5,2,2,2,5,2,2,5,Creative,Coding,Data Scientist
2263,19,56,54,Arts,LLB,9.66,2,5,4,3,3,5,2,4,4,5,2,5,4,Helping,Public Speaking,Lawyer
2264,24,53,92,Science_PCM,BTech,7.08,5,2,2,5,5,5,5,3,4,5,2,2,3,Analytical,Sports,Software Developer
2265,23,88,84,Science_PCM,BSc Data Science,6.08,5,3,2,3,4,5,4,2,4,5,4,3,5,Helping,Reading,Data Scientist
2266,21,60,94,Commerce,BA Economics,9.49,5,4,2,2,2,3,2,2,5,4,2,3,4,Helping,Coding,Government Officer
2267,24,56,82,Commerce,BA Economics,9.06,2,4,5,5,3,2,4,3,5,3,2,3,5,Helping,Music,Government Officer
2268,21,71,80,Science_PCM,BTech,8.3,3,5,3,3,5,4,5,5,4,3,4,5,5,Research,Reading,Civil Engineer
2269,25,63,89,Science_PCM,BCA,6.62,5,3,3,3,5,5,2,3,4,5,5,3,5,Research,Social Work,AI Engineer
2270,17,95,81,Commerce,CA,6.05,4,5,2,3,5,4,5,5,5,2,4,4,5,Leadership,Writing,Bank Manager
2271,22,95,85,Arts,LLB,9.79,2,5,4,4,5,4,5,2,4,5,5,5,4,Helping,Drawing,Lawyer
2272,23,58,75,Science_PCB,BAMS,6.13,4,5,3,3,2,3,5,3,5,2,2,3,2,Analytical,Reading,Doctor
2273,24,92,70,Arts,BA,7.21,5,3,5,3,4,2,4,3,3,5,5,4,2,Research,Public Speaking,Entrepreneur
2274,25,57,80,Commerce,BCom,7.55,5,2,4,4,5,4,5,5,5,3,5,2,4,Analytical,Reading,Bank Manager
2275,18,83,93,Arts,BA,6.05,4,4,4,5,4,3,5,5,5,5,2,2,5,Helping,Social Work,Defence Officer
2276,23,67,86,Science_PCM,BTech,8.46,5,4,5,2,5,5,3,3,4,4,5,3,4,Analytical,Music,Software Developer
2277,20,71,72,Commerce,CA,8.68,3,3,3,4,5,2,5,5,2,3,4,2,4,Helping,Social Work,Accountant
2278,24,63,61,Science_PCM,BSc,6.91,2,2,3,4,5,5,2,5,4,2,4,5,3,Helping,Social Work,Research Scientist
2279,19,65,72,Commerce,BA Economics,8.33,3,5,4,5,3,2,4,2,5,5,4,4,4,Leadership,Reading,Government Officer
2280,20,91,86,Arts,LLB,6.96,2,5,3,3,5,5,5,4,5,2,3,5,2,Helping,Sports,Lawyer
2281,22,91,75,Commerce,BCom,8.86,3,4,3,2,5,5,5,5,2,5,4,4,5,Creative,Music,Accountant
2282,25,56,61,Arts,BA,7.67,3,4,5,5,4,5,3,4,5,5,4,3,4,Analytical,Reading,Entrepreneur
2283,19,72,64,Science_PCM,BTech,6.9,5,5,2,2,2,3,3,5,5,2,5,2,5,Leadership,Public Speaking,Civil Engineer
2284,21,89,66,Science_PCM,BCA,9.58,5,2,5,3,4,5,4,5,2,4,4,2,4,Research,Social Work,AI Engineer
2285,23,88,97,Science_PCB,BSc Nursing,6.3,5,5,5,5,3,2,5,5,4,5,3,5,5,Leadership,Social Work,Nurse
2286,20,80,74,Commerce,BBA,6.84,4,2,5,4,2,3,5,4,2,5,4,4,3,Analytical,Public Speaking,Marketing Manager
2287,23,78,63,Arts,BA,7.8,2,5,3,2,5,5,3,5,5,4,5,4,3,Research,Sports,Teacher
2288,20,78,73,Science_PCB,BSc Nursing,6.77,2,5,3,2,3,2,5,2,3,2,2,3,5,Analytical,Music,Nurse
2289,24,71,52,Arts,LLB,6.56,2,5,4,5,3,4,4,3,3,5,2,5,5,Leadership,Social Work,Lawyer
2290,19,92,61,Commerce,BBA,8.39,3,4,5,3,5,5,4,3,3,5,3,2,2,Leadership,Sports,Entrepreneur
2291,20,81,65,Science_PCB,BSc Nursing,7.92,5,4,5,3,3,2,5,4,2,4,4,3,3,Helping,Reading,Nurse
2292,24,84,74,Arts,LLB,6.24,2,5,4,3,3,5,2,3,5,2,5,5,5,Research,Public Speaking,Lawyer
2293,21,83,50,Science_PCM,BFA,7.3,3,5,5,5,4,4,4,2,5,4,2,2,4,Research,Coding,Designer
2294,18,87,72,Commerce,CMA,7.57,5,5,3,2,4,3,3,5,3,3,5,4,5,Helping,Music,Financial Analyst
2295,17,82,72,Commerce,BBA,9.55,5,4,5,2,4,2,3,4,5,5,2,3,5,Research,Writing,Marketing Manager
2296,19,75,74,Science_PCM,BFA,7.08,3,2,2,5,2,3,5,4,4,2,2,3,4,Research,Drawing,Designer
2297,22,53,79,Arts,LLB,9.26,4,5,5,4,4,5,3,3,5,2,4,5,4,Analytical,Social Work,Lawyer
2298,20,66,78,Arts,BA,9.57,4,3,5,5,3,3,4,2,5,5,4,3,5,Leadership,Coding,Defence Officer
2299,17,87,89,Arts,LLB,9.75,3,5,2,2,2,5,2,2,3,5,2,5,5,Research,Reading,Lawyer
2300,21,87,68,Arts,BA,9.69,4,5,2,5,4,3,3,4,2,4,5,3,2,Leadership,Public Speaking,Teacher
2301,21,79,57,Commerce,BBA,8.42,2,2,5,5,2,3,2,2,5,5,3,3,5,Research,Music,Entrepreneur
2302,19,71,92,Science_PCB,BSc Nursing,6.73,5,5,2,5,2,3,5,3,2,5,3,5,5,Helping,Coding,Nurse
2303,19,82,98,Science_PCB,BSc Nursing,6.13,2,5,3,5,4,2,5,4,4,3,3,3,4,Creative,Drawing,Nurse
2304,20,83,70,Commerce,BBA,6.37,5,5,5,4,2,2,2,5,2,5,5,4,4,Leadership,Reading,Entrepreneur
2305,25,73,90,Science_PCM,BTech,9.63,5,5,5,2,4,2,3,2,4,2,5,3,2,Helping,Music,Civil Engineer
2306,19,83,90,Arts,LLB,7.56,3,5,2,4,2,2,4,5,2,5,2,5,3,Leadership,Coding,Lawyer
2307,24,63,74,Science_PCB,BSc Nursing,6.26,2,5,2,3,3,3,5,3,4,5,4,5,2,Leadership,Music,Nurse
2308,25,74,51,Science_PCM,BFA,6.31,5,2,5,5,2,5,2,2,4,4,2,5,4,Research,Reading,Designer
2309,17,91,88,Science_PCM,BSc Data Science,6.62,5,5,5,4,5,5,5,3,3,4,4,3,3,Leadership,Coding,Data Scientist
2310,24,71,70,Science_PCM,BFA,7.55,5,4,2,5,3,3,4,3,5,4,5,2,3,Analytical,Public Speaking,Designer
2311,21,72,89,Commerce,BCom,7.23,5,3,3,3,5,5,4,5,5,4,5,5,2,Creative,Sports,Accountant
2312,24,50,50,Science_PCB,BSc Nursing,8.02,5,5,3,3,2,3,5,4,2,4,4,5,5,Creative,Public Speaking,Nurse
2313,17,83,75,Science_PCB,BSc Biotechnology,7.76,3,4,5,4,2,2,5,4,5,2,3,4,3,Helping,Reading,Medical Researcher
2314,25,59,70,Science_PCB,BSc Biotechnology,7.02,4,4,3,5,4,3,5,3,5,5,2,5,3,Creative,Social Work,Medical Researcher
2315,17,54,87,Science_PCB,BSc Nursing,8.24,4,4,3,5,5,5,5,5,4,3,4,2,3,Leadership,Music,Nurse
2316,18,99,94,Science_PCM,BSc Data Science,9.26,5,2,2,5,5,5,3,2,3,3,2,5,5,Analytical,Sports,Data Scientist
2317,22,97,54,Commerce,BCom,7.64,3,5,2,2,5,5,4,5,5,4,2,5,5,Research,Sports,Financial Analyst
2318,18,60,58,Arts,BA,7.66,3,5,5,4,5,2,5,4,5,5,5,4,4,Helping,Reading,Government Officer
2319,20,52,85,Commerce,BA Economics,7.09,4,4,2,2,4,2,4,2,5,3,3,2,4,Research,Social Work,Government Officer
2320,18,93,68,Arts,BA,6.65,5,4,2,4,2,3,4,3,5,5,4,2,5,Research,Music,Defence Officer
2321,21,57,96,Commerce,BBA,6.65,4,2,5,4,2,4,5,4,2,5,2,4,2,Creative,Sports,Marketing Manager
2322,20,72,76,Commerce,CA,7.37,5,3,4,5,5,5,5,5,5,4,5,2,3,Research,Public Speaking,Accountant
2323,22,56,73,Science_PCB,BSc Nursing,7.68,5,4,5,3,2,4,5,3,4,5,4,5,5,Analytical,Writing,Nurse
2324,18,76,68,Commerce,BBA,8.04,5,3,5,3,3,4,2,4,5,5,2,2,5,Helping,Sports,Marketing Manager
2325,19,75,90,Arts,BTech,6.29,3,5,5,2,3,2,5,4,5,4,4,4,5,Leadership,Drawing,Defence Officer
2326,21,85,64,Commerce,BA Economics,9.64,4,5,3,2,2,2,2,4,5,3,3,2,3,Creative,Writing,Government Officer
2327,19,63,84,Science_PCB,BDS,8.01,4,4,4,4,4,3,5,4,3,4,3,5,4,Helping,Social Work,Doctor
2328,17,55,98,Commerce,BBA,8.77,5,3,2,2,4,3,4,5,3,3,2,2,2,Research,Sports,Bank Manager
2329,21,90,71,Science_PCM,BTech,7.31,5,5,5,4,3,2,5,3,5,5,5,2,5,Analytical,Coding,Defence Officer
2330,19,68,70,Commerce,BBA,9.04,4,2,5,5,4,5,2,2,3,5,5,3,3,Creative,Sports,Marketing Manager
2331,20,81,63,Arts,BA,8.24,2,2,5,5,2,4,2,4,2,5,4,4,3,Creative,Reading,Entrepreneur
2332,17,73,59,Arts,LLB,8.87,5,5,2,5,2,2,4,4,4,2,4,5,2,Analytical,Drawing,Lawyer
2333,18,89,99,Science_PCB,BSc,7.4,4,4,5,4,5,2,5,2,3,2,2,2,2,Research,Public Speaking,Research Scientist
2334,24,51,54,Science_PCM,BTech,8.33,4,4,3,5,4,2,3,2,3,3,2,2,2,Creative,Reading,Civil Engineer
2335,20,78,60,Science_PCM,BCA,7.85,5,4,3,2,4,5,2,2,2,4,2,3,2,Creative,Public Speaking,AI Engineer
2336,25,91,97,Science_PCB,BSc Data Science,6.1,3,4,3,4,5,3,4,3,2,5,4,2,3,Analytical,Public Speaking,Research Scientist
2337,23,74,56,Commerce,BBA,6.9,4,3,5,3,3,4,3,5,3,5,2,5,4,Leadership,Sports,Entrepreneur
2338,21,54,60,Arts,BA,7.78,2,5,5,5,2,3,3,3,5,5,5,5,4,Leadership,Sports,Teacher
2339,21,51,78,Arts,LLB,6.28,3,5,4,5,4,5,5,2,5,3,5,5,4,Analytical,Coding,Lawyer
2340,24,63,88,Science_PCB,BSc Microbiology,7.89,3,5,4,3,2,4,5,3,3,5,5,3,4,Analytical,Public Speaking,Medical Researcher
2341,17,65,61,Science_PCM,BTech,9.86,2,4,5,2,5,3,2,2,5,3,4,3,5,Leadership,Reading,Civil Engineer
2342,17,74,93,Science_PCM,BTech,6.85,5,2,5,3,5,5,3,4,5,3,2,3,5,Creative,Public Speaking,Data Scientist
2343,18,63,51,Science_PCM,BTech,8.21,5,3,4,3,5,5,5,5,4,4,4,5,4,Leadership,Drawing,AI Engineer
2344,21,76,72,Science_PCM,BTech,10.0,5,3,2,2,5,5,2,3,2,2,3,5,4,Research,Social Work,Software Developer
2345,22,95,63,Science_PCM,BFA,6.67,2,5,5,5,4,5,5,2,5,4,5,5,4,Analytical,Music,Designer
2346,22,90,95,Commerce,BCom,8.54,4,5,5,3,5,4,4,5,4,5,5,4,4,Helping,Music,Accountant
2347,19,90,75,Arts,BEd,7.23,2,5,5,3,5,4,5,4,2,2,5,3,4,Helping,Music,Teacher
2348,20,87,89,Science_PCM,BCA,7.96,5,4,2,3,4,5,3,5,2,4,3,4,2,Helping,Sports,Software Developer
2349,24,86,75,Arts,LLB,8.67,5,5,2,3,2,2,2,5,5,5,2,5,4,Analytical,Drawing,Lawyer
2350,25,58,52,Science_PCB,BSc Microbiology,7.15,2,5,3,2,4,2,5,4,5,4,5,4,3,Creative,Coding,Medical Researcher
2351,17,86,72,Science_PCB,BHMS,6.91,2,5,4,4,3,3,5,2,4,4,3,2,5,Analytical,Coding,Doctor
2352,21,85,77,Science_PCB,BAMS,9.0,5,4,2,5,3,5,5,4,4,2,5,2,4,Research,Social Work,Doctor
2353,20,58,84,Science_PCM,BDes,6.48,3,4,2,5,4,5,2,3,5,3,5,5,5,Analytical,Drawing,Designer
2354,17,87,58,Science_PCM,BTech,8.57,2,4,2,4,3,3,5,5,5,3,3,4,5,Creative,Sports,Defence Officer
2355,19,81,59,Science_PCB,BHMS,7.23,5,4,2,5,2,4,5,5,5,2,5,4,3,Leadership,Sports,Doctor
2356,22,89,73,Commerce,BBA,6.73,3,2,5,5,5,5,3,2,4,5,5,5,4,Analytical,Coding,Marketing Manager
2357,23,85,94,Commerce,BCom,7.54,3,2,2,4,5,3,4,5,4,5,4,2,2,Leadership,Public Speaking,Accountant
2358,23,70,75,Science_PCM,BSc,9.2,4,3,2,4,5,3,4,5,2,3,4,4,2,Analytical,Social Work,Research Scientist
2359,20,89,57,Science_PCB,BSc Nursing,6.69,2,4,4,3,5,2,5,4,3,3,2,2,5,Research,Social Work,Nurse
2360,22,69,97,Commerce,BBA,9.12,2,5,5,4,3,4,4,2,5,5,3,3,4,Helping,Drawing,Marketing Manager
2361,20,74,99,Science_PCM,BDes,7.05,2,2,2,5,5,3,2,4,3,5,2,5,3,Research,Social Work,Designer
2362,17,56,55,Commerce,BA,7.79,4,5,5,5,5,4,3,3,2,5,3,5,3,Helping,Coding,Entrepreneur
2363,17,61,61,Science_PCM,BTech,6.88,5,2,4,3,5,5,2,4,3,5,2,2,4,Leadership,Drawing,AI Engineer
2364,17,58,76,Science_PCM,BSc Data Science,9.09,4,5,5,4,5,5,2,5,5,3,2,3,4,Research,Reading,Research Scientist
2365,18,56,77,Science_PCM,BTech,6.22,3,3,3,2,2,5,3,5,4,4,4,5,5,Research,Coding,Civil Engineer
2366,23,92,53,Arts,BA,7.18,5,5,3,4,2,5,2,4,3,3,5,3,3,Leadership,Reading,Teacher
2367,20,95,87,Science_PCM,BA,6.21,2,4,2,5,3,2,3,5,5,2,4,5,5,Analytical,Reading,Defence Officer
2368,22,83,64,Science_PCB,BAMS,8.16,4,4,5,2,2,3,5,3,2,4,4,5,2,Helping,Sports,Doctor
2369,23,65,58,Arts,BFA,7.02,2,4,5,5,3,2,2,3,3,3,2,5,2,Leadership,Writing,Designer
2370,20,63,76,Science_PCM,BFA,8.08,5,3,2,5,2,3,5,2,2,3,5,2,5,Helping,Writing,Designer
2371,18,61,81,Commerce,BCom,6.72,5,2,2,3,5,5,4,5,5,4,4,2,4,Leadership,Public Speaking,Financial Analyst
2372,20,97,51,Arts,LLB,6.82,3,5,2,2,5,3,4,5,4,4,2,5,2,Research,Coding,Lawyer
2373,22,53,58,Arts,BDes,7.83,4,2,5,5,2,5,5,4,2,5,5,5,3,Leadership,Public Speaking,Designer
2374,20,61,86,Commerce,CA,8.89,4,5,4,4,5,5,3,5,4,3,4,4,5,Creative,Public Speaking,Accountant
2375,20,50,62,Arts,BEd,6.1,3,5,3,3,4,5,5,4,2,2,5,2,2,Research,Coding,Teacher
2376,23,57,76,Commerce,BBA,9.31,2,5,5,4,2,3,5,2,2,5,4,2,4,Helping,Reading,Marketing Manager
2377,25,51,91,Science_PCM,BCA,9.04,5,2,2,2,4,5,4,3,5,3,4,5,3,Helping,Sports,Data Scientist
2378,19,70,95,Science_PCB,MBBS,6.05,3,4,5,5,5,4,5,2,3,4,3,4,4,Analytical,Writing,Doctor
2379,23,59,88,Science_PCB,BSc Microbiology,7.58,5,4,4,3,3,3,5,4,4,3,5,4,3,Leadership,Sports,Medical Researcher
2380,25,93,78,Science_PCM,BTech,8.3,2,2,4,4,2,3,4,2,4,4,3,5,5,Helping,Music,Civil Engineer
2381,17,80,86,Commerce,BBA,8.97,2,4,5,3,2,5,5,4,3,5,5,3,4,Research,Sports,Entrepreneur
2382,21,76,80,Science_PCM,BTech,8.55,4,3,3,3,3,2,3,5,5,3,3,4,5,Leadership,Music,Defence Officer
2383,18,53,52,Science_PCB,BDS,8.84,4,4,4,4,2,4,5,3,3,4,4,3,2,Research,Social Work,Doctor
2384,21,79,73,Science_PCM,BA,7.23,5,4,3,5,2,5,4,3,5,2,4,4,5,Helping,Writing,Defence Officer
2385,18,70,56,Science_PCM,BTech,7.14,5,5,3,5,5,5,2,2,4,4,4,3,3,Research,Social Work,Civil Engineer
2386,21,97,71,Science_PCM,BTech,6.72,5,2,5,3,5,5,4,3,3,2,3,2,3,Leadership,Public Speaking,Data Scientist
2387,19,72,84,Science_PCB,MBBS,6.02,2,5,3,3,5,3,5,2,2,5,3,3,3,Leadership,Coding,Doctor
2388,22,98,62,Science_PCB,MBBS,9.09,2,5,5,3,4,3,5,4,5,2,3,5,2,Helping,Drawing,Doctor
2389,20,70,77,Science_PCB,BDS,8.02,3,4,5,3,2,3,5,5,2,4,4,5,2,Leadership,Sports,Doctor
2390,20,99,86,Arts,LLB,9.4,4,5,3,2,3,4,2,4,4,4,3,5,5,Creative,Reading,Lawyer
2391,21,78,57,Science_PCB,BSc Nursing,9.98,4,4,4,2,3,5,5,5,5,4,5,4,2,Helping,Social Work,Nurse
2392,20,77,64,Commerce,BCom,9.98,5,3,2,5,5,2,3,5,5,3,4,5,4,Research,Coding,Financial Analyst
2393,24,57,90,Science_PCM,BFA,7.24,4,4,2,5,3,4,3,5,4,5,2,3,3,Analytical,Drawing,Designer
2394,22,92,81,Science_PCB,BSc Biotechnology,6.29,2,5,2,4,2,2,5,2,5,2,4,4,5,Creative,Drawing,Medical Researcher
2395,22,78,88,Arts,BDes,7.83,2,5,3,5,4,2,2,5,5,5,5,4,2,Analytical,Writing,Designer
2396,21,70,82,Commerce,BBA,7.5,4,3,5,3,5,5,4,3,3,5,4,5,4,Creative,Social Work,Marketing Manager
2397,24,73,65,Arts,BFA,8.93,4,5,3,5,4,4,3,2,4,2,5,4,3,Research,Coding,Designer
2398,20,72,97,Science_PCB,BSc Biotechnology,7.58,5,5,4,3,2,5,5,3,5,2,5,2,4,Creative,Social Work,Medical Researcher
2399,20,70,63,Commerce,BBA,9.62,4,3,5,2,4,5,4,3,4,5,2,2,4,Leadership,Music,Entrepreneur
2400,17,82,75,Science_PCM,BTech,6.46,5,4,4,3,4,5,2,4,4,3,2,2,4,Leadership,Sports,Software Developer
2401,21,88,75,Science_PCM,BTech,6.04,2,5,2,4,5,5,5,4,2,4,2,4,4,Leadership,Drawing,Civil Engineer
